version,group,family,stage,size_label,profile,target,experiment_purpose,config,training_status,probe_complete,initial_psnr_db,peak_psnr_db,peak_progress,final_psnr_db,gain_from_initial_db,drop_from_peak_db,needs_attention,attention_reason,validation_basis,trajectory,scope_count,data_source,metrics_or_log_path,rmdsrn_final_total_loss,rmdsrn_final_member_loss,rmdsrn_final_variance_kl,rmdsrn_final_lambda,rmdsrn_final_lr,result_summary
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,balanced,GT,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/balanced/ionization__GT.yaml,ok,true,22.282858,27.979951,50,27.979951,5.697092999999999,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:22.282858,10:24.079034,15:24.791528,20:25.349005,25:25.854171,30:26.373101,35:26.855429,40:27.330914,45:27.682014,50:27.979951",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-balanced-GT/20260803_170107_127681/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=27.980 dB，首探针增益=+5.697 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,balanced,H_plus,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/balanced/ionization__H_plus.yaml,ok,true,16.157851,22.630593,50,22.630593,6.472742,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:16.157851,10:18.336817,15:19.224189,20:19.926069,25:20.538063,30:21.009524,35:21.450952,40:21.871872,45:22.297803,50:22.630593",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-balanced-H_plus/20260803_170107_202265/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=22.631 dB，首探针增益=+6.473 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,balanced,H2,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/balanced/ionization__H2.yaml,ok,true,31.38961,32.757927,50,32.757927,1.3683170000000011,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:31.38961,10:31.482911,15:31.5818,20:31.712642,25:31.864005,30:32.01915,35:32.191697,40:32.395379,45:32.592499,50:32.757927",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-balanced-H2/20260803_170107_204826/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=32.758 dB，首探针增益=+1.368 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,balanced,He,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/balanced/ionization__He.yaml,ok,true,16.480092,21.82451,50,21.82451,5.344418000000001,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:16.480092,10:17.825577,15:18.534721,20:19.205978,25:19.69162,30:20.218581,35:20.692065,40:21.133024,45:21.50558,50:21.82451",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-balanced-He/20260803_170107_056066/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=21.825 dB，首探针增益=+5.344 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,balanced,PD,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/balanced/ionization__PD.yaml,ok,true,25.889306,30.589014,50,30.589014,4.6997079999999976,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:25.889306,10:27.276571,15:28.14852,20:28.846786,25:29.311749,30:29.709372,35:29.95367,40:30.179511,45:30.396925,50:30.589014",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-balanced-PD/20260803_170107_173654/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=30.589 dB，首探针增益=+4.700 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,decoder_heavy,GT,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/decoder_heavy/ionization__GT.yaml,ok,true,21.07697,24.198927,50,24.198927,3.121957000000002,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:21.07697,10:22.392942,15:22.849673,20:23.199739,25:23.427641,30:23.598565,35:23.771531,40:23.991097,45:24.089646,50:24.198927",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-decoder_heavy-GT/20260803_170958_599172/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=24.199 dB，首探针增益=+3.122 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,decoder_heavy,H_plus,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/decoder_heavy/ionization__H_plus.yaml,ok,true,14.861587,18.94446,50,18.94446,4.082872999999999,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:14.861587,10:16.203072,15:16.943379,20:17.487344,25:17.841303,30:18.098798,35:18.300272,40:18.679615,45:18.833761,50:18.94446",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-decoder_heavy-H_plus/20260803_170958_299546/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=18.944 dB，首探针增益=+4.083 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,decoder_heavy,H2,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/decoder_heavy/ionization__H2.yaml,ok,true,31.078053,31.430479,30,31.366054,0.28800099999999773,0.06442499999999995,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:31.078053,10:31.29154,15:31.361801,20:31.365484,25:31.379,30:31.430479,35:31.364314,40:31.135061,45:31.280028,50:31.366054",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-decoder_heavy-H2/20260803_170958_268283/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=31.366 dB，首探针增益=+0.288 dB，较峰值回落=0.064 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,decoder_heavy,He,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/decoder_heavy/ionization__He.yaml,ok,true,14.925145,18.966118,50,18.966118,4.040973000000001,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:14.925145,10:15.870917,15:16.464963,20:17.072879,25:17.571345,30:17.903056,35:18.255728,40:18.656947,45:18.821219,50:18.966118",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-decoder_heavy-He/20260803_170958_418323/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=18.966 dB，首探针增益=+4.041 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,decoder_heavy,PD,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/decoder_heavy/ionization__PD.yaml,ok,true,24.351667,26.516125,50,26.516125,2.1644579999999998,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:24.351667,10:25.041697,15:25.333148,20:25.441438,25:25.717642,30:25.860315,35:26.042767,40:26.196431,45:26.33667,50:26.516125",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-decoder_heavy-PD/20260803_170957_884716/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=26.516 dB，首探针增益=+2.164 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,grid_heavy,GT,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/grid_heavy/ionization__GT.yaml,ok,true,23.58302,26.879888,50,26.879888,3.296868,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:23.58302,10:24.975873,15:25.437551,20:25.768372,25:26.0401,30:26.284232,35:26.462484,40:26.503944,45:26.741169,50:26.879888",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-grid_heavy-GT/20260803_171758_316243/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=26.880 dB，首探针增益=+3.297 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,grid_heavy,H_plus,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/grid_heavy/ionization__H_plus.yaml,ok,true,16.978035,21.738972,50,21.738972,4.760937000000002,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:16.978035,10:18.223605,15:18.968753,20:19.625932,25:20.177631,30:20.632707,35:20.954532,40:21.087299,45:21.466332,50:21.738972",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-grid_heavy-H_plus/20260803_171758_013086/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=21.739 dB，首探针增益=+4.761 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,grid_heavy,H2,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/grid_heavy/ionization__H2.yaml,ok,true,30.865089,31.664405,20,31.327567,0.4624779999999973,0.3368380000000002,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:30.865089,10:31.56901,15:31.627876,20:31.664405,25:31.606594,30:31.560436,35:31.489941,40:31.396132,45:31.432934,50:31.327567",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-grid_heavy-H2/20260803_171758_230167/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=31.328 dB，首探针增益=+0.462 dB，较峰值回落=0.337 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,grid_heavy,He,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/grid_heavy/ionization__He.yaml,ok,true,16.731621,21.175314,50,21.175314,4.443693,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:16.731621,10:17.889134,15:18.600453,20:19.209428,25:19.735424,30:20.178415,35:20.466684,40:20.493035,45:20.868174,50:21.175314",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-grid_heavy-He/20260803_171757_738083/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=21.175 dB，首探针增益=+4.444 dB，较峰值回落=0.000 dB。
exploration,exploration / APMGSRN / 网格/解码器分配,APMGSRN,reconstruction,Size163,grid_heavy,PD,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/APMGSRN/Size163/grid_heavy/ionization__PD.yaml,ok,true,25.380572,27.955064,50,27.955064,2.5744919999999993,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:25.380572,10:26.308995,15:26.758478,20:27.102144,25:27.312738,30:27.49585,35:27.54615,40:27.496997,45:27.777103,50:27.955064",100,batch exploration_summary.tsv,runs/exploration/explore-apmgsrn-size163-grid_heavy-PD/20260803_171758_171618/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=27.955 dB，首探针增益=+2.574 dB，较峰值回落=0.000 dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res10,GT,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res10/ionization__GT.yaml,ok,true,33.952976,41.115381,30,39.885024,5.932048000000002,1.230356999999998,true,collapse=1.2304dB,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:33.952976,10:37.70859,15:37.986222,20:39.308912,25:39.784264,30:41.115381,35:39.416315,40:40.57686,45:35.09404,50:39.885024",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res10-GT/20260803_055517_037364/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=39.885 dB，首探针增益=+5.932 dB，较峰值回落=1.230 dB；collapse=1.2304dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res10,H_plus,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res10/ionization__H_plus.yaml,ok,true,28.939275,32.799628,10,30.509018,1.5697430000000026,2.2906099999999974,true,collapse=2.2906dB,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:28.939275,10:32.799628,15:32.645811,20:32.304847,25:23.571353,30:29.337499,35:29.56172,40:30.178073,45:30.140854,50:30.509018",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res10-H_plus/20260803_055517_874353/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=30.509 dB，首探针增益=+1.570 dB，较峰值回落=2.291 dB；collapse=2.2906dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res10,H2,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res10/ionization__H2.yaml,ok,true,36.415775,39.672924,50,39.672924,3.2571490000000054,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:36.415775,10:36.998476,15:38.8369,20:38.471743,25:37.112991,30:37.664923,35:38.731426,40:38.483797,45:39.4263,50:39.672924",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res10-H2/20260803_055517_547178/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=39.673 dB，首探针增益=+3.257 dB，较峰值回落=0.000 dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res10,He,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res10/ionization__He.yaml,ok,true,28.382395,32.372492,20,29.577606,1.1952110000000005,2.7948860000000018,true,collapse=2.7949dB,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:28.382395,10:30.476148,15:31.631415,20:32.372492,25:31.619337,30:28.721984,35:27.681471,40:27.531748,45:27.897861,50:29.577606",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res10-He/20260803_055517_649603/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=29.578 dB，首探针增益=+1.195 dB，较峰值回落=2.795 dB；collapse=2.7949dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res10,PD,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res10/ionization__PD.yaml,ok,true,35.38147,41.048632,45,39.290192,3.9087219999999974,1.7584400000000002,true,collapse=1.7584dB,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:35.38147,10:37.430968,15:36.271636,20:39.385827,25:39.814938,30:39.869144,35:37.303262,40:38.681049,45:41.048632,50:39.290192",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res10-PD/20260803_055517_816117/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=39.290 dB，首探针增益=+3.909 dB，较峰值回落=1.758 dB；collapse=1.7584dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res15,GT,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res15/ionization__GT.yaml,ok,true,31.678181,40.327236,50,40.327236,8.649055,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:31.678181,10:35.736536,15:36.483252,20:38.065035,25:37.913818,30:38.829211,35:37.9129,40:39.785428,45:39.673836,50:40.327236",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res15-GT/20260803_064607_213090/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=40.327 dB，首探针增益=+8.649 dB，较峰值回落=0.000 dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res15,H_plus,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res15/ionization__H_plus.yaml,ok,true,28.345952,29.962821,15,27.345802,-1.0001500000000014,2.6170190000000026,true,"collapse=2.6170dB,gain=-1.0002dB",按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:28.345952,10:28.511886,15:29.962821,20:29.63483,25:14.576049,30:27.788738,35:28.393861,40:28.261057,45:27.837247,50:27.345802",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res15-H_plus/20260803_064607_135126/metrics/exploration_psnr.tsv,,,,,,"需关注：最终 PSNR=27.346 dB，首探针增益=-1.000 dB，较峰值回落=2.617 dB；collapse=2.6170dB,gain=-1.0002dB。"
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res15,H2,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res15/ionization__H2.yaml,ok,true,36.081411,39.000788,40,38.933733,2.852321999999994,0.06705500000000342,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:36.081411,10:37.488172,15:37.818071,20:37.558155,25:37.996074,30:38.491018,35:38.942682,40:39.000788,45:38.720677,50:38.933733",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res15-H2/20260803_064607_227193/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=38.934 dB，首探针增益=+2.852 dB，较峰值回落=0.067 dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res15,He,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res15/ionization__He.yaml,ok,true,26.217484,27.547177,45,12.71103,-13.506454,14.836147000000002,true,"collapse=14.8361dB,gain=-13.5065dB",按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:26.217484,10:19.46807,15:25.62736,20:26.052674,25:25.995678,30:21.512837,35:19.250856,40:22.561618,45:27.547177,50:12.71103",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res15-He/20260803_064606_969953/metrics/exploration_psnr.tsv,,,,,,"需关注：最终 PSNR=12.711 dB，首探针增益=-13.506 dB，较峰值回落=14.836 dB；collapse=14.8361dB,gain=-13.5065dB。"
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res15,PD,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res15/ionization__PD.yaml,ok,true,35.677012,39.782604,30,35.857867,0.1808550000000011,3.9247370000000004,true,collapse=3.9247dB,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:35.677012,10:37.550126,15:37.895032,20:38.746845,25:39.322529,30:39.782604,35:36.19309,40:38.661379,45:38.840644,50:35.857867",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res15-PD/20260803_064606_519275/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=35.858 dB，首探针增益=+0.181 dB，较峰值回落=3.925 dB；collapse=3.9247dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res5,GT,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res5/ionization__GT.yaml,ok,true,36.510037,42.301655,50,42.301655,5.791618,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:36.510037,10:39.025201,15:39.14683,20:39.444017,25:40.554383,30:40.880009,35:40.586477,40:41.582399,45:42.266619,50:42.301655",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res5-GT/20260803_075138_837368/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=42.302 dB，首探针增益=+5.792 dB，较峰值回落=0.000 dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res5,H_plus,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res5/ionization__H_plus.yaml,ok,true,29.529323,37.35376,45,36.811176,7.281853000000002,0.542583999999998,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:29.529323,10:32.38499,15:31.069928,20:34.869423,25:34.800149,30:35.302182,35:35.080102,40:36.335894,45:37.35376,50:36.811176",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res5-H_plus/20260803_075139_221535/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=36.811 dB，首探针增益=+7.282 dB，较峰值回落=0.543 dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res5,H2,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res5/ionization__H2.yaml,ok,true,37.099375,41.928556,50,41.928556,4.829180999999998,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:37.099375,10:38.599185,15:39.005193,20:39.105839,25:40.638269,30:40.620094,35:40.841166,40:40.796167,45:41.476988,50:41.928556",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res5-H2/20260803_075139_295314/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=41.929 dB，首探针增益=+4.829 dB，较峰值回落=0.000 dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res5,He,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res5/ionization__He.yaml,ok,true,27.334388,34.327847,50,34.327847,6.993458999999998,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:27.334388,10:30.260114,15:31.855947,20:32.111729,25:32.190708,30:32.378176,35:33.00985,40:33.26927,45:32.872809,50:34.327847",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res5-He/20260803_075138_810008/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=34.328 dB，首探针增益=+6.993 dB，较峰值回落=0.000 dB。
exploration,exploration / CoordNet / 残差深度扫描,CoordNet,reconstruction,Size163,res5,PD,在 Size163 单变量预算下比较 5/10/15 个残差块的深度—宽度折中。,configs_exploration/CoordNet/Size163/res5/ionization__PD.yaml,ok,true,36.713624,43.734297,50,43.734297,7.020672999999995,0,false,,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:36.713624,10:38.368289,15:41.327389,20:42.303501,25:41.046322,30:42.134216,35:42.790105,40:41.663831,45:43.313159,50:43.734297",1,batch exploration_summary.tsv,runs/exploration/explore-coordnet-size163-res5-PD/20260803_075138_834051/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=43.734 dB，首探针增益=+7.021 dB，较峰值回落=0.000 dB。
exploration,exploration / fV-SRN / 网格/解码器分配,fV-SRN,reconstruction,Size163,balanced,GT,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/fV-SRN/Size163/balanced/ionization__GT.yaml,ok,true,19.363403,22.549327,25,21.19015,1.8267469999999975,1.3591770000000025,true,collapse=1.3592dB,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:19.363403,10:22.346191,15:20.11213,20:19.579228,25:22.549327,30:12.260489,35:17.523115,40:16.787578,45:20.278213,50:21.19015",1,batch exploration_summary.tsv,runs/exploration/explore-fv_srn-size163-balanced-GT/20260803_182207_720659/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=21.190 dB，首探针增益=+1.827 dB，较峰值回落=1.359 dB；collapse=1.3592dB。
exploration,exploration / fV-SRN / 网格/解码器分配,fV-SRN,reconstruction,Size163,balanced,H_plus,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/fV-SRN/Size163/balanced/ionization__H_plus.yaml,ok,true,19.025582,21.463054,45,4.109718,-14.915864,17.353336,true,"collapse=17.3533dB,gain=-14.9159dB",按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:19.025582,10:16.773755,15:18.368558,20:12.80899,25:21.007934,30:12.360435,35:19.061723,40:4.1535881,45:21.463054,50:4.109718",1,batch exploration_summary.tsv,runs/exploration/explore-fv_srn-size163-balanced-H_plus/20260803_182207_721905/metrics/exploration_psnr.tsv,,,,,,"需关注：最终 PSNR=4.110 dB，首探针增益=-14.916 dB，较峰值回落=17.353 dB；collapse=17.3533dB,gain=-14.9159dB。"
exploration,exploration / fV-SRN / 网格/解码器分配,fV-SRN,reconstruction,Size163,balanced,H2,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/fV-SRN/Size163/balanced/ionization__H2.yaml,ok,true,29.989237,32.169119,10,26.186952,-3.8022849999999977,5.9821670000000005,true,"collapse=5.9822dB,gain=-3.8023dB",按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:29.989237,10:32.169119,15:29.600326,20:-1.7827914,25:32.02363,30:31.008605,35:30.0495,40:29.190736,45:27.59252,50:26.186952",1,batch exploration_summary.tsv,runs/exploration/explore-fv_srn-size163-balanced-H2/20260803_182207_785966/metrics/exploration_psnr.tsv,,,,,,"需关注：最终 PSNR=26.187 dB，首探针增益=-3.802 dB，较峰值回落=5.982 dB；collapse=5.9822dB,gain=-3.8023dB。"
exploration,exploration / fV-SRN / 网格/解码器分配,fV-SRN,reconstruction,Size163,balanced,He,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/fV-SRN/Size163/balanced/ionization__He.yaml,ok,true,16.976178,20.111615,10,14.86039,-2.1157880000000002,5.251225,true,"collapse=5.2512dB,gain=-2.1158dB",按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:16.976178,10:20.111615,15:2.5728542,20:7.3920132,25:13.506617,30:19.221094,35:13.438677,40:15.689584,45:15.768481,50:14.86039",1,batch exploration_summary.tsv,runs/exploration/explore-fv_srn-size163-balanced-He/20260803_182207_758592/metrics/exploration_psnr.tsv,,,,,,"需关注：最终 PSNR=14.860 dB，首探针增益=-2.116 dB，较峰值回落=5.251 dB；collapse=5.2512dB,gain=-2.1158dB。"
exploration,exploration / fV-SRN / 网格/解码器分配,fV-SRN,reconstruction,Size163,balanced,PD,比较 decoder-heavy、balanced、grid-heavy 三种网格/解码器参数分配。,configs_exploration/fV-SRN/Size163/balanced/ionization__PD.yaml,ok,true,-4.2017306,30.60098,20,28.106336,32.3080666,2.494644000000001,true,collapse=2.4946dB,按 v3 阈值回溯计算（回落>1dB 或增益<0.1dB）,"5:-4.2017306,10:28.441295,15:27.905953,20:30.60098,25:19.796521,30:28.369061,35:26.732731,40:27.683795,45:29.226272,50:28.106336",1,batch exploration_summary.tsv,runs/exploration/explore-fv_srn-size163-balanced-PD/20260803_182207_741787/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=28.106 dB，首探针增益=+32.308 dB，较峰值回落=2.495 dB；collapse=2.4946dB。
