version,group,family,stage,size_label,profile,target,experiment_purpose,config,training_status,probe_complete,initial_psnr_db,peak_psnr_db,peak_progress,final_psnr_db,gain_from_initial_db,drop_from_peak_db,needs_attention,attention_reason,validation_basis,trajectory,scope_count,data_source,metrics_or_log_path,rmdsrn_final_total_loss,rmdsrn_final_member_loss,rmdsrn_final_variance_kl,rmdsrn_final_lambda,rmdsrn_final_lr,result_summary
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size082,formal,He,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size082/ionization__He.yaml,ok,true,20.840251,24.93377,50,24.93377,4.093519,0,false,,v3 官方严格校验,"5:20.840251,10:20.646032,15:22.022421,20:24.495667,25:23.353337,30:23.713802,35:24.76102,40:24.879501,45:24.182818,50:24.93377",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size082-He/20260810_191045_552980/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=24.934 dB，首探针增益=+4.094 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size082,formal,PD,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size082/ionization__PD.yaml,ok,true,29.222746,31.848011,40,31.488727,2.265981,0.359284,false,,v3 官方严格校验,"5:29.222746,10:30.433661,15:30.335604,20:31.34929,25:30.696005,30:31.145563,35:30.409478,40:31.848011,45:31.383672,50:31.488727",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size082-PD/20260810_191045_921896/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=31.489 dB，首探针增益=+2.266 dB，较峰值回落=0.359 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size1304,formal,GT,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size1304/ionization__GT.yaml,ok,true,24.161084,26.933794,45,25.845004,1.68392,1.08879,true,collapse=1.0888dB,v3 官方严格校验,"5:24.161084,10:25.932704,15:24.176189,20:25.227463,25:26.223912,30:23.725452,35:25.937081,40:23.687705,45:26.933794,50:25.845004",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size1304-GT/20260810_203637_759806/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=25.845 dB，首探针增益=+1.684 dB，较峰值回落=1.089 dB；collapse=1.0888dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size1304,formal,H_plus,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size1304/ionization__H_plus.yaml,ok,true,25.314116,28.719301,45,28.25506,2.940944,0.464241,false,,v3 官方严格校验,"5:25.314116,10:26.495899,15:25.634942,20:27.343455,25:27.35532,30:27.162224,35:27.256631,40:27.79467,45:28.719301,50:28.25506",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size1304-H_plus/20260810_203637_769528/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=28.255 dB，首探针增益=+2.941 dB，较峰值回落=0.464 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size1304,formal,H2,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size1304/ionization__H2.yaml,ok,true,33.733521,36.188345,40,34.655118,0.921597,1.533227,true,collapse=1.5332dB,v3 官方严格校验,"5:33.733521,10:35.564065,15:34.802229,20:34.826754,25:33.164381,30:36.053586,35:36.099353,40:36.188345,45:33.735455,50:34.655118",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size1304-H2/20260810_203637_761083/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=34.655 dB，首探针增益=+0.922 dB，较峰值回落=1.533 dB；collapse=1.5332dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size1304,formal,He,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size1304/ionization__He.yaml,ok,true,23.658687,28.630528,50,28.630528,4.971841,0,false,,v3 官方严格校验,"5:23.658687,10:24.987206,15:26.301559,20:24.996835,25:27.878914,30:28.001238,35:28.158995,40:27.868347,45:27.77857,50:28.630528",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size1304-He/20260810_203637_761259/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=28.631 dB，首探针增益=+4.972 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size1304,formal,PD,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size1304/ionization__PD.yaml,ok,true,31.646877,34.306138,50,34.306138,2.659261,0,false,,v3 官方严格校验,"5:31.646877,10:32.243414,15:32.670414,20:33.551995,25:33.204042,30:34.08478,35:33.216449,40:34.280537,45:34.241198,50:34.306138",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size1304-PD/20260810_203637_760919/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=34.306 dB，首探针增益=+2.659 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size163,formal,GT,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size163/ionization__GT.yaml,ok,true,22.308408,24.76407,45,24.113597,1.805189,0.650473,false,,v3 官方严格校验,"5:22.308408,10:23.695753,15:22.84485,20:23.245927,25:23.699024,30:23.92706,35:22.947669,40:21.459825,45:24.76407,50:24.113597",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size163-GT/20260810_193122_057014/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=24.114 dB，首探针增益=+1.805 dB，较峰值回落=0.650 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size163,formal,H_plus,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size163/ionization__H_plus.yaml,ok,true,21.11401,25.42603,50,25.42603,4.31202,0,false,,v3 官方严格校验,"5:21.11401,10:23.470017,15:21.405097,20:23.425745,25:25.223352,30:24.1201,35:24.065759,40:24.589199,45:25.076932,50:25.42603",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size163-H_plus/20260810_193122_228989/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=25.426 dB，首探针增益=+4.312 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size163,formal,H2,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size163/ionization__H2.yaml,ok,true,32.767495,34.122058,40,32.217754,-0.549741,1.904304,true,"collapse=1.9043dB,gain=-0.5497dB",v3 官方严格校验,"5:32.767495,10:33.60561,15:32.083444,20:31.250504,25:33.754111,30:33.938078,35:32.270772,40:34.122058,45:30.252708,50:32.217754",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size163-H2/20260810_193122_056646/metrics/exploration_psnr.tsv,,,,,,"需关注：最终 PSNR=32.218 dB，首探针增益=-0.550 dB，较峰值回落=1.904 dB；collapse=1.9043dB,gain=-0.5497dB。"
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size163,formal,He,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size163/ionization__He.yaml,ok,true,21.969898,24.712428,30,23.813893,1.843995,0.898535,false,,v3 官方严格校验,"5:21.969898,10:21.413111,15:22.977689,20:21.704632,25:23.494844,30:24.712428,35:24.708832,40:23.368174,45:24.582634,50:23.813893",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size163-He/20260810_193122_093593/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=23.814 dB，首探针增益=+1.844 dB，较峰值回落=0.899 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size163,formal,PD,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size163/ionization__PD.yaml,ok,true,29.459344,31.667334,40,31.402035,1.942691,0.265299,false,,v3 官方严格校验,"5:29.459344,10:29.397199,15:30.286344,20:30.925137,25:30.739096,30:30.622109,35:30.275095,40:31.667334,45:31.223638,50:31.402035",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size163-PD/20260810_193122_054385/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=31.402 dB，首探针增益=+1.943 dB，较峰值回落=0.265 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size326,formal,GT,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size326/ionization__GT.yaml,ok,true,22.665679,26.092705,45,24.679644,2.013965,1.413061,true,collapse=1.4131dB,v3 官方严格校验,"5:22.665679,10:25.246051,15:24.159754,20:24.041873,25:23.897798,30:24.889773,35:24.672058,40:22.238962,45:26.092705,50:24.679644",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size326-GT/20260810_195152_956654/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=24.680 dB，首探针增益=+2.014 dB，较峰值回落=1.413 dB；collapse=1.4131dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size326,formal,H_plus,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size326/ionization__H_plus.yaml,ok,true,25.017304,26.720277,25,26.402916,1.385612,0.317361,false,,v3 官方严格校验,"5:25.017304,10:25.118839,15:25.095034,20:25.007012,25:26.720277,30:25.826555,35:26.501538,40:26.605665,45:25.455879,50:26.402916",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size326-H_plus/20260810_195152_540627/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=26.403 dB，首探针增益=+1.386 dB，较峰值回落=0.317 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size326,formal,H2,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size326/ionization__H2.yaml,ok,true,33.44333,35.061123,40,33.378753,-0.064577,1.68237,true,"collapse=1.6824dB,gain=-0.0646dB",v3 官方严格校验,"5:33.44333,10:34.245137,15:33.414614,20:33.027504,25:33.867927,30:34.657416,35:34.145231,40:35.061123,45:33.465027,50:33.378753",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size326-H2/20260810_195153_039770/metrics/exploration_psnr.tsv,,,,,,"需关注：最终 PSNR=33.379 dB，首探针增益=-0.065 dB，较峰值回落=1.682 dB；collapse=1.6824dB,gain=-0.0646dB。"
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size326,formal,He,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size326/ionization__He.yaml,ok,true,23.593932,26.186852,45,26.133298,2.539366,0.053554,false,,v3 官方严格校验,"5:23.593932,10:22.182886,15:24.717947,20:24.282418,25:25.383565,30:25.692214,35:25.737925,40:25.460745,45:26.186852,50:26.133298",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size326-He/20260810_195152_818288/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=26.133 dB，首探针增益=+2.539 dB，较峰值回落=0.054 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size326,formal,PD,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size326/ionization__PD.yaml,ok,true,30.343054,32.703282,50,32.703282,2.360228,0,false,,v3 官方严格校验,"5:30.343054,10:30.832714,15:31.738842,20:31.989953,25:31.216138,30:31.927644,35:31.717877,40:31.978899,45:31.339722,50:32.703282",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size326-PD/20260810_195152_520831/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=32.703 dB，首探针增益=+2.360 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size652,formal,GT,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size652/ionization__GT.yaml,ok,true,21.931858,25.78109,45,24.451175,2.519317,1.329915,true,collapse=1.3299dB,v3 官方严格校验,"5:21.931858,10:24.760046,15:23.859262,20:24.030053,25:24.845279,30:23.433815,35:22.780626,40:22.729027,45:25.78109,50:24.451175",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size652-GT/20260810_201419_784273/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=24.451 dB，首探针增益=+2.519 dB，较峰值回落=1.330 dB；collapse=1.3299dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size652,formal,H_plus,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size652/ionization__H_plus.yaml,ok,true,23.523348,27.127035,50,27.127035,3.603687,0,false,,v3 官方严格校验,"5:23.523348,10:24.502081,15:25.100809,20:26.272929,25:26.122591,30:26.440553,35:25.482592,40:26.23211,45:26.97437,50:27.127035",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size652-H_plus/20260810_201419_845503/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=27.127 dB，首探针增益=+3.604 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size652,formal,H2,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size652/ionization__H2.yaml,ok,true,32.476376,34.698805,30,32.887316,0.41094,1.811489,true,collapse=1.8115dB,v3 官方严格校验,"5:32.476376,10:34.251582,15:32.4145,20:31.926321,25:33.022295,30:34.698805,35:33.321561,40:34.490373,45:32.565506,50:32.887316",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size652-H2/20260810_201419_805283/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=32.887 dB，首探针增益=+0.411 dB，较峰值回落=1.811 dB；collapse=1.8115dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size652,formal,He,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size652/ionization__He.yaml,ok,true,23.329511,26.167301,50,26.167301,2.83779,0,false,,v3 官方严格校验,"5:23.329511,10:24.159367,15:24.120395,20:25.491591,25:24.830005,30:25.240784,35:24.393867,40:25.85676,45:25.370085,50:26.167301",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size652-He/20260810_201419_760266/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=26.167 dB，首探针增益=+2.838 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / fV-SRN / 正式 Size 矩阵烟雾测试,fV-SRN,reconstruction,Size652,formal,PD,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/fV-SRN/Size652/ionization__PD.yaml,ok,true,31.219184,33.028787,50,33.028787,1.809603,0,false,,v3 官方严格校验,"5:31.219184,10:30.860624,15:31.701174,20:32.523293,25:32.322566,30:32.66948,35:31.728354,40:32.922143,45:32.701749,50:33.028787",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-fv-srn-ionization-size652-PD/20260810_201419_761453/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=33.029 dB，首探针增益=+1.810 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / MC-INR / 正式 Size 矩阵烟雾测试,MC-INR,reconstruction,Size082,formal,aggregate,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MC-INR/Size082/ionization.yaml,ok,true,34.492092,38.648397,50,38.648397,4.156305,0,false,,v3 官方严格校验,"5:34.492092,10:35.794133,15:36.476798,20:37.147433,25:37.608132,30:37.713414,35:38.176428,40:38.443525,45:38.437435,50:38.648397",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-mc-inr-ionization-size082/20260810_205818_509348/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=38.648 dB，首探针增益=+4.156 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / MC-INR / 正式 Size 矩阵烟雾测试,MC-INR,reconstruction,Size1304,formal,aggregate,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MC-INR/Size1304/ionization.yaml,ok,true,33.921584,38.612119,50,38.612119,4.690535,0,false,,v3 官方严格校验,"5:33.921584,10:36.00713,15:36.387243,20:36.672043,25:36.503283,30:34.680185,35:37.599878,40:37.996808,45:38.301801,50:38.612119",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-mc-inr-ionization-size1304/20260812_012241_333934/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=38.612 dB，首探针增益=+4.691 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / MC-INR / 正式 Size 矩阵烟雾测试,MC-INR,reconstruction,Size163,formal,aggregate,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MC-INR/Size163/ionization.yaml,ok,true,34.780768,39.262491,45,38.16552,3.384752,1.096971,true,collapse=1.0970dB,v3 官方严格校验,"5:34.780768,10:36.628362,15:37.176619,20:37.72902,25:38.359399,30:38.193385,35:38.72138,40:39.097018,45:39.262491,50:38.16552",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-mc-inr-ionization-size163/20260811_033045_128354/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=38.166 dB，首探针增益=+3.385 dB，较峰值回落=1.097 dB；collapse=1.0970dB。
explorationv3,explorationv3 / MC-INR / 正式 Size 矩阵烟雾测试,MC-INR,reconstruction,Size326,formal,aggregate,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MC-INR/Size326/ionization.yaml,ok,true,35.095069,39.917808,50,39.917808,4.822739,0,false,,v3 官方严格校验,"5:35.095069,10:36.768215,15:37.344648,20:38.023997,25:38.434366,30:38.631688,35:39.097266,40:39.570248,45:39.475689,50:39.917808",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-mc-inr-ionization-size326/20260811_102740_348546/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=39.918 dB，首探针增益=+4.823 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / MC-INR / 正式 Size 矩阵烟雾测试,MC-INR,reconstruction,Size652,formal,aggregate,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MC-INR/Size652/ionization.yaml,ok,true,35.420155,39.586738,50,39.586738,4.166583,0,false,,v3 官方严格校验,"5:35.420155,10:36.600943,15:37.442419,20:37.610972,25:38.072565,30:38.387622,35:38.698529,40:38.46191,45:38.956055,50:39.586738",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-mc-inr-ionization-size652/20260811_165447_750029/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=39.587 dB，首探针增益=+4.167 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / MoE-INR / 正式 Size 矩阵烟雾测试,MoE-INR,reconstruction,Size082,formal,GT,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MoE-INR/Size082/ionization__GT.yaml,ok,true,32.108118,36.081495,50,36.081495,3.973377,0,false,,v3 官方严格校验,"5:32.108118,10:32.919593,15:33.450782,20:33.752211,25:34.491612,30:34.719278,35:35.288533,40:35.632198,45:35.963485,50:36.081495",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-moe-inr-ionization-size082-GT/20260812_102715_719650/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=36.081 dB，首探针增益=+3.973 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / MoE-INR / 正式 Size 矩阵烟雾测试,MoE-INR,reconstruction,Size082,formal,H_plus,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MoE-INR/Size082/ionization__H_plus.yaml,ok,true,27.794113,33.675628,40,33.673779,5.879666,0.001849,false,,v3 官方严格校验,"5:27.794113,10:29.149892,15:29.977159,20:31.432576,25:32.311316,30:32.636779,35:33.10208,40:33.675628,45:33.556244,50:33.673779",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-moe-inr-ionization-size082-H_plus/20260812_102715_746264/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=33.674 dB，首探针增益=+5.880 dB，较峰值回落=0.002 dB。
explorationv3,explorationv3 / MoE-INR / 正式 Size 矩阵烟雾测试,MoE-INR,reconstruction,Size082,formal,H2,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MoE-INR/Size082/ionization__H2.yaml,ok,true,34.044246,39.256736,50,39.256736,5.21249,0,false,,v3 官方严格校验,"5:34.044246,10:35.655054,15:37.183638,20:37.572752,25:37.860745,30:37.927253,35:38.31323,40:38.276046,45:38.73913,50:39.256736",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-moe-inr-ionization-size082-H2/20260812_102715_529674/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=39.257 dB，首探针增益=+5.212 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / MoE-INR / 正式 Size 矩阵烟雾测试,MoE-INR,reconstruction,Size082,formal,He,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MoE-INR/Size082/ionization__He.yaml,ok,true,26.672278,32.325917,45,31.887128,5.21485,0.438789,false,,v3 官方严格校验,"5:26.672278,10:28.564903,15:28.83717,20:30.464735,25:30.806571,30:31.715274,35:31.008472,40:31.980265,45:32.325917,50:31.887128",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-moe-inr-ionization-size082-He/20260812_102715_658389/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=31.887 dB，首探针增益=+5.215 dB，较峰值回落=0.439 dB。
explorationv3,explorationv3 / MoE-INR / 正式 Size 矩阵烟雾测试,MoE-INR,reconstruction,Size082,formal,PD,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MoE-INR/Size082/ionization__PD.yaml,ok,true,33.879121,39.016094,50,39.016094,5.136973,0,false,,v3 官方严格校验,"5:33.879121,10:35.060621,15:36.126763,20:36.755073,25:37.132244,30:37.513957,35:38.13834,40:38.322804,45:38.180474,50:39.016094",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-moe-inr-ionization-size082-PD/20260812_102715_542410/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=39.016 dB，首探针增益=+5.137 dB，较峰值回落=0.000 dB。
explorationv3,explorationv3 / MoE-INR / 正式 Size 矩阵烟雾测试,MoE-INR,reconstruction,Size1304,formal,GT,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MoE-INR/Size1304/ionization__GT.yaml,ok,true,33.867173,41.283589,45,37.162671,3.295498,4.120918,true,collapse=4.1209dB,v3 官方严格校验,"5:33.867173,10:34.989798,15:36.691818,20:37.920902,25:39.407755,30:40.268558,35:40.861509,40:40.843764,45:41.283589,50:37.162671",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-moe-inr-ionization-size1304-GT/20260812_150120_782405/metrics/exploration_psnr.tsv,,,,,,需关注：最终 PSNR=37.163 dB，首探针增益=+3.295 dB，较峰值回落=4.121 dB；collapse=4.1209dB。
explorationv3,explorationv3 / MoE-INR / 正式 Size 矩阵烟雾测试,MoE-INR,reconstruction,Size1304,formal,H_plus,对正式 RD-curve 矩阵的五个 Size 档位进行 50 epoch-equivalent 烟雾测试，检查可训练性、收益与塌陷。,configs_exploration_v3/MoE-INR/Size1304/ionization__H_plus.yaml,ok,true,30.502225,35.899528,45,35.474752,4.972527,0.424776,false,,v3 官方严格校验,"5:30.502225,10:30.931998,15:33.062362,20:33.770601,25:34.918828,30:35.051487,35:35.470291,40:35.341632,45:35.899528,50:35.474752",,batch exploration_summary.tsv,runs/exploration_v3/explore-v3-moe-inr-ionization-size1304-H_plus/20260812_150120_983539/metrics/exploration_psnr.tsv,,,,,,通过：最终 PSNR=35.475 dB，首探针增益=+4.973 dB，较峰值回落=0.425 dB。
